source,confidence,target,weight
E2F4,A,ACTG1,1.0
CTCF,A,LRRC59,1.0
E2F3,A,TP73,1.0
TP53,A,CCNG2,1.0
E2F2,A,E2F1,1.0
E2F2,A,CDCA7,1.0
E2F1,A,VPS35L,1.0
TP53,A,WRN,-1.0
E2F1,A,VMP1,1.0
TP53,A,APAF1,1.0
E2F1,A,VEGFA,-1.0
E2F1,A,VCP,1.0
TP53,A,APCS,1.0
E2F1,A,UTRN,1.0
TP53,A,VEGFA,-1.0
E2F1,A,ULK1,1.0
TP53,A,VDR,1.0
E2F1,A,UHRF1,1.0
CTCF,A,MB,1.0
E2F1,A,UBP1,1.0
E2F1,A,UBN1,1.0
E2F1,A,TYMS,1.0
E2F1,A,TXNDC15,1.0
E2F1,A,WDR25,1.0
E2F2,A,CDT1,1.0
TP53,A,ANTXR1,1.0
E2F1,A,WWOX,-1.0
E2F2,A,CDCA4,1.0
E2F2,A,CDC6,1.0
E2F2,A,ASF1B,1.0
E2F1,A,ZNF654,1.0
E2F1,A,ZNF616,1.0
E2F1,A,ZNF350,-1.0
E2F1,A,ZNF292,1.0
TP53,A,AIFM2,1.0
TP53,A,AKT1,-1.0
E2F1,A,ZMYM2,1.0
TP53,A,ALDH1A3,1.0
E2F1,A,ZEB1,1.0
TP53,A,ALOX5,1.0
TP53,A,XPC,1.0
E2F1,A,YME1L1,1.0
E2F1,A,YBX3,1.0
E2F1,A,XRCC1,1.0
E2F1,A,WRAP73,1.0
TP53,A,CCNK,1.0
TP53,A,CD82,1.0
E2F1,A,SEPHS1,1.0
CTCF,A,RARRES1,1.0
TP53,A,CKM,1.0
E2F1,A,PPARG,1.0
CTCF,A,RBL2,1.0
TP53,A,RCHY1,1.0
CTCF,A,RBM39,-1.0
CTCF,A,RBMS3,-1.0
E2F1,A,POU2AF1,1.0
E2F1,A,POLR3A,1.0
E2F1,A,POLE2,1.0
E2F1,A,POLD1,1.0
E2F1,A,POLA2,1.0
TP53,A,RB1,-1.0
TP53,A,RASSF1,-1.0
E2F1,A,POLA1,1.0
E2F1,A,PNRC2,-1.0
TP53,A,RAD51B,1.0
E2F1,A,PPP1R13B,1.0
TP53,A,RAD51,1.0
TP53,A,RHOA,1.0
E2F1,A,PPP2R2D,1.0
TP53,A,SERTAD1,1.0
TP53,A,SERPINE1,1.0
TP53,A,SERPINB5,1.0
CTCF,A,PRNT,-1.0
CTCF,A,PRSS35,1.0
TP53,A,SCN3B,1.0
CTCF,A,PTPA,1.0
TP53,A,S100B,-1.0
E2F1,A,PRKDC,1.0
TP53,A,S100A2,1.0
CTCF,A,PTPRG,1.0
TP53,A,RRM2B,1.0
TP53,A,RRM1,1.0
CTCF,A,RAD21,1.0
E2F1,A,PRIM2,1.0
E2F1,A,PRDM1,1.0
TP53,A,RPS27L,1.0
TP53,A,RNF144B,1.0
TP53,A,SESN1,1.0
TP53,A,RABGGTA,1.0
E2F1,A,PLK4,1.0
E2F1,A,PIK3R5,1.0
TP53,A,PMS2,1.0
CTCF,A,SLC6A4,1.0
TP53,A,PML,1.0
TP53,A,PMAIP1,1.0
TP53,A,PLK3,1.0
TP53,A,PLK2,1.0
CTCF,A,SMIM7,1.0
TP53,A,PLK1,-1.0
E2F1,A,PIGU,1.0
TP53,A,PLAGL1,1.0
E2F1,A,PHLDB1,1.0
TP53,A,PIDD1,1.0
E2F1,A,PEG3,1.0
TP53,A,PIAS3,-1.0
E2F1,A,PDXK,1.0
E2F1,A,PDPN,1.0
TP53,A,POLD1,1.0
CTCF,A,RPL39L,1.0
TP53,A,PPM1D,1.0
TP53,A,COL18A1,1.0
E2F1,A,PLK1,1.0
CTCF,A,RPP30,1.0
TP53,A,PYCARD,1.0
TP53,A,PTTG1,1.0
ESR1,A,MICB,1.0
CTCF,A,S100Z,-1.0
TP53,A,PTPN13,1.0
TP53,A,PTPA,-1.0
TP53,A,PTEN,-1.0
TP53,A,PRODH,1.0
E2F1,A,PLEKHF2,1.0
E2F1,A,PLEKHB1,1.0
TP53,A,PRKAB1,1.0
TP53,A,PRG3,1.0
TP53,A,PRDM1,1.0
TP53,A,PPM1J,1.0
E2F1,A,PLAUR,1.0
CTCF,A,SIX5,1.0
TP53,A,PEG3,1.0
TP53,A,SESN2,1.0
TP53,A,SH2D1A,1.0
E2F1,A,RASSF8,1.0
E2F1,A,RASGRP1,1.0
E2F1,A,RASGEF1B,1.0
E2F1,A,RALGDS,1.0
CTCF,A,MYC,-1.0
TP53,A,CHEK1,-1.0
CTCF,A,MYD88,1.0
E2F1,A,RAD51,1.0
E2F1,A,RAD18,1.0
E2F1,A,RACGAP1,1.0
TP53,A,TP73,1.0
TP53,A,TP63,-1.0
TP53,A,TP53TG5,1.0
TP53,A,TP53INP1,1.0
TP53,A,TP53I3,1.0
TP53,A,TP53AIP1,1.0
CTCF,A,NBN,1.0
E2F1,A,RB1,1.0
CTCF,A,NCBP3,1.0
E2F1,A,RBM38,1.0
E2F1,A,RELA,1.0
TP53,A,CDC25C,1.0
TP53,A,TSC2,1.0
E2F1,A,SCN8A,1.0
E2F1,A,SCARF1,1.0
TP53,A,CDH13,1.0
TP53,A,TRIM22,1.0
E2F1,A,SAFB,1.0
E2F1,A,RXRG,1.0
E2F1,A,RTN4,1.0
E2F1,A,RRP1B,1.0
E2F1,A,RRM2,1.0
E2F1,A,RRM1,1.0
TP53,A,CDK1,-1.0
TP53,A,CDKN1A,1.0
E2F1,A,RNF128,1.0
E2F1,A,RFC2,1.0
TP53,A,CDKN1B,1.0
TP53,A,TRIAP1,1.0
TP53,A,SFN,1.0
TP53,A,TNFRSF10D,1.0
TP53,A,TNFRSF10B,1.0
CTCF,A,PBXIP1,1.0
TP53,A,STEAP3,1.0
TP53,A,CHMP4C,1.0
TP53,A,SSTR2,-1.0
TP53,A,SMPD3,1.0
TP53,A,SLC6A6,-1.0
TP53,A,SLC2A1,-1.0
CTCF,A,PLXNB3,1.0
CTCF,A,PMPCB,1.0
E2F1,A,PTPRO,1.0
CTCF,A,POMT2,1.0
CTCF,A,POU1F1,1.0
TP53,A,SIVA1,1.0
CTCF,A,PPARD,1.0
TP53,A,SIAH1,1.0
CTCF,A,PPRC1,1.0
TP53,A,CHUK,-1.0
TP53,A,SYK,1.0
TP53,A,TNFRSF10C,1.0
TP53,A,CHEK2,-1.0
TP53,A,TAP1,1.0
TP53,A,TNFRSF10A,1.0
CTCF,A,NES,1.0
CTCF,A,NF1,1.0
CTCF,A,NFE2L2,1.0
NFKB1,A,CTCF,-1.0
TP53,A,THBS1,1.0
CTCF,A,NPC1,-1.0
TP53,A,TGFB1,1.0
TP53,A,TGFA,1.0
TP53,A,TERT,-1.0
TP53,A,TENT4A,1.0
TP53,A,TCF7L2,-1.0
CTCF,A,NT5C3A,-1.0
TP53,A,TCEAL1,1.0
TP53,A,TBXAS1,-1.0
E2F1,A,RAB40C,1.0
TP53,A,TBC1D31,1.0
CTCF,A,PAGE4,-1.0
VDR,A,TRPV6,1.0
E2F1,A,ANKRD16,1.0
ERG,A,HMOX1,1.0
ATF1,A,CIITA,1.0
CEBPA,A,ALOX5AP,1.0
TFAP2A,A,PVR,1.0
ATF1,A,CYP11B1,1.0
TFAP2A,A,PTGS2,1.0
ESR1,A,C3,1.0
ESR1,A,BTG2,-1.0
TFAP2A,A,PRKCA,1.0
CEBPA,A,KCNMA1,1.0
ATF1,A,CYP11B2,1.0
CEBPA,A,KCNH8,1.0
CEBPA,A,KAT7,1.0
ATF1,A,ERBB2,1.0
ATF1,A,FLT1,1.0
TFAP2A,A,POLD2,1.0
ESR1,A,BMP6,1.0
TFAP2A,A,PLAUR,1.0
ESR1,A,BLM,1.0
TFAP2A,A,PENK,1.0
EGR1,A,VAMP2,1.0
CEBPA,A,COMT,1.0
ESR1,A,ERG,1.0
ATF1,A,IL10,1.0
CEBPA,A,ITGB2,1.0
CEBPA,A,ITGAX,1.0
ATF1,A,CGA,1.0
TFAP2A,A,OAT,1.0
ESR1,A,CAD,1.0
ESR1,A,CAPN2,1.0
CEBPA,A,LIPC,1.0
TFAP2A,A,TH,1.0
EGR1,A,VEGFA,1.0
EGR1,A,SYN2,1.0
ESR1,A,CCN5,1.0
CEBPA,A,ALB,1.0
EGR1,A,SYN1,1.0
CEBPA,A,LEP,1.0
EGR1,A,NFKB1,1.0
TFAP2A,A,TAF7,1.0
TFAP2A,A,SPRY2,1.0
TFAP2A,A,SNAP91,1.0
TFAP2A,A,SMPD1,1.0
CEBPA,A,LDLR,1.0
CEBPA,A,LBP,1.0
ARNTL,A,PER3,1.0
ARNTL2,A,SERPINE1,1.0
ASCL1,A,PCSK6,-1.0
ATF1,A,BCL2,1.0
TFAP2A,A,SLC19A1,1.0
TFAP2A,A,SERPINE1,1.0
ESR1,A,CAV2,1.0
ESR1,A,CAV1,1.0
ATF1,A,CCNA1,-1.0
TFAP2A,A,S100B,1.0
ATF1,A,CFTR,1.0
TFAP2A,A,TIMP2,1.0
ESR1,A,BCL9,1.0
CEBPA,A,ITGAL,1.0
CEBPA,A,IGF2,1.0
TAL1,A,PLEKHO1,1.0
TAL1,A,PPP3CA,1.0
ESR1,A,B4GALNT2,1.0
CEBPA,A,IGF1,1.0
TFAP2A,A,L1CAM,1.0
CEBPA,A,APBB1IP,1.0
CEBPA,A,ID1,1.0
CEBPA,A,ICAM1,1.0
ESR1,A,AXIN2,1.0
TFAP2A,A,KRT5,1.0
CEBPA,A,HSPA4,1.0
ESR1,A,AVP,1.0
TFAP2A,A,KIT,1.0
CEBPA,A,HSD17B11,1.0
CEBPA,A,HPX,1.0
ATF1,A,PCSK1,1.0
CEBPA,A,HP,1.0
CEBPA,A,HOMER3,1.0
ATF1,A,PLAUR,1.0
CEBPA,A,HNF4A,1.0
HNF4A,A,CEBPA,1.0
TFAP2A,A,IGFBP5,1.0
CEBPA,A,HMGB1,1.0
CEBPA,A,APOA1,1.0
ATF1,A,NTS,1.0
ELK1,A,TLR9,1.0
CEBPA,A,IGFBP1,1.0
CEBPA,A,IL12B,1.0
CEBPA,A,ITGA2,1.0
TCF3,A,CR2,1.0
TFAP2A,A,NR3C1,1.0
ESR1,A,BCL2,1.0
TFAP2A,A,NME3,1.0
EGR1,A,PCSK2,1.0
CEBPA,A,IRS1,1.0
TFAP2A,A,MYC,1.0
ATF1,A,LDHA,1.0
ATF1,A,MAP1LC3B,1.0
EGR1,A,PDGFA,1.0
EGR1,A,PDGFB,1.0
CEBPA,A,INSR,1.0
ERG,A,ENG,1.0
CEBPA,A,IL6,1.0
CEBPA,A,IL5,1.0
CEBPA,A,IL4,1.0
CEBPA,A,IL3,1.0
EGR1,A,PDGFC,1.0
ATF4,A,DISC1,1.0
TFAP2A,A,MPG,1.0
TFAP2A,A,MMP2,1.0
EGR1,A,TFPI2,1.0
CEBPA,A,IL1A,1.0
TFAP2A,A,MIP,1.0
CEBPA,A,IL10,1.0
CEBPA,A,APOB,1.0
ESR1,A,CCND1,1.0
TFAP2A,A,VEGFA,1.0
AR,A,ZFHX4,1.0
CDX2,A,UGT1A8,1.0
EPAS1,A,EGLN3,1.0
ESR1,A,CXCL8,1.0
CEBPA,A,ABCB1,1.0
EGR1,A,LMTK2,1.0
CEBPA,A,ABCC1,1.0
ESR1,A,CXCL12,1.0
TAL1,A,UBE2H,1.0
ERG,A,VWF,1.0
EPAS1,A,EPO,1.0
TAL1,A,USP34,1.0
CEBPA,A,MSR1,1.0
CEBPA,A,CSF1,1.0
AR,A,ZNF559,1.0
CEBPA,A,MMP11,1.0
CEBPA,A,MME,1.0
ESR1,A,CTSD,1.0
ARID3A,A,IGHV1-69,1.0
ARID3A,A,IGHV3-23,1.0
EGR1,A,LTB,1.0
BACH1,A,HMOX1,-1.0
TAL1,A,MYB,1.0
ESR1,A,CTNNB1,-1.0
CEBPA,A,ACACA,1.0
CDX2,A,UGT1A10,1.0
CEBPA,A,ACACB,1.0
EGR1,A,LHB,1.0
EGR1,A,LDLR,1.0
CDX2,A,GUCY2C,1.0
ZNF148,A,IRS2,1.0
ZNF148,A,MMP3,1.0
EGR1,A,TIMP3,1.0
ZNF202,A,ABCA1,-1.0
CEBPA,A,MYC,-1.0
ATF4,A,PTGS2,1.0
CDX2,A,KLF4,1.0
ESR1,A,CYP2C19,-1.0
AR,A,ZCCHC9,1.0
CDX2,A,LCT,1.0
ESR1,A,CYP1B1,1.0
CDX2,A,MEP1A,1.0
MYC,A,CEBPA,-1.0
CDX2,A,MUC2,1.0
ESR1,A,CYP1A1,-1.0
ZNF202,A,POMGNT1,-1.0
ESR1,A,CYP19A1,1.0
CEBPA,A,MYBL1,1.0
CDX2,A,REG4,1.0
CDX2,A,SI,1.0
CDX2,A,SLC15A1,1.0
MYB,A,CEBPA,1.0
ZNF224,A,ALDOA,-1.0
CDX2,A,SLC9A2,1.0
CDX2,A,SLC9A3,1.0
ARNTL,A,PER2,1.0
CEBPA,A,ACE,1.0
ESR1,A,CRYZ,1.0
TAL1,A,NFKB1,-1.0
ARNTL,A,CRY2,1.0
CEBPA,A,AGT,1.0
CEBPA,A,LTF,1.0
EGR1,A,MYB,-1.0
EGR1,A,MYC,1.0
ARNTL,A,DBP,1.0
EGR1,A,NAB2,1.0
CEBPA,A,AGXT,1.0
ESR1,A,CEACAM3,1.0
TBX5,A,CDKN2A,1.0
ESR1,A,CDKN1B,-1.0
ESR1,A,CDKN1A,1.0
ARNTL,A,NR1D1,1.0
NR1D1,A,ARNTL,-1.0
ARNTL,A,NR1D2,1.0
TFAP2B,A,PTGDS,1.0
ESR1,A,CDH1,1.0
TFAP2B,A,DRD1,1.0
ARNTL,A,PER1,1.0
ESR1,A,CD86,1.0
TCF3,A,CDK6,-1.0
ETS1,A,ERG,1.0
ESR1,A,CD24,-1.0
ESR1,A,CCT6B,1.0
EGR1,A,MMP14,1.0
CEBPA,A,MAT2A,1.0
ARNTL,A,CRY1,1.0
CEBPA,A,AFP,1.0
ARNT,A,BHLHE40,1.0
ESR1,A,CRHBP,1.0
ESR1,A,CRH,-1.0
ARNT,A,CYP1B1,1.0
ARNT,A,EPO,1.0
ATF4,A,MCL1,1.0
TAL1,A,NBAS,1.0
TCF3,A,BBC3,-1.0
CEBPA,A,CPS1,1.0
EGR1,A,WT1,1.0
FOS,A,ARNT,1.0
ESR1,A,ABCG2,1.0
ATF4,A,HRK,1.0
EGR1,A,WNT4,-1.0
ATF4,A,FGF21,1.0
CEBPA,A,ADH1B,1.0
ESR1,A,CLDN4,1.0
ARNT,A,LDHA,1.0
CEBPA,A,AEBP1,1.0
CEBPA,A,MAD1L1,1.0
EPAS1,A,FLT1,1.0
ARNT,A,UGT1A6,1.0
ARNT,A,VEGFA,1.0
ARNTL,A,AVP,1.0
ARNTL,A,BHLHE40,1.0
ESR1,A,CHAT,1.0
EGR1,A,TGFB1,1.0
ATF1,A,SLC20A1,1.0
EGR1,A,UBE2S,1.0
EGR1,A,THBS1,1.0
ATF3,A,ASNS,1.0
TBX21,A,CXCR3,1.0
ATF4,A,VEGFA,1.0
ATF4,A,TRIB3,1.0
ATF3,A,CCL5,1.0
EPAS1,A,SPHK1,1.0
TCF7L2,A,MMP7,1.0
EPAS1,A,TERT,1.0
TCF7L2,A,LEF1,1.0
CEBPA,A,CCNB1,1.0
TCF7L2,A,GLI2,1.0
CEBPA,A,CCND1,1.0
TCF7L2,A,GLCE,1.0
TCF7L2,A,FGF18,1.0
TCF7L2,A,DKK1,1.0
TBX21,A,GATA3,1.0
CEBPA,A,FOXA2,1.0
FOXA1,A,CEBPA,1.0
TBX21,A,IFNG,1.0
TCF7L2,A,CXCL8,1.0
TCF7L2,A,CTNNB1,1.0
TCF7L2,A,CD44,1.0
TCF7L2,A,CCND1,1.0
CEBPA,A,CCNE1,1.0
CEBPA,A,C8orf76,1.0
TCF7L2,A,BIRC5,1.0
TAL1,A,SSH2,1.0
CEBPA,A,ELANE,1.0
TCF7L2,A,STAT3,1.0
EGR1,A,SERPINE1,1.0
ATF5,A,DISC1,1.0
ATF2,A,NR4A2,1.0
EGR1,A,TP73,1.0
TCF7L2,A,SP5,1.0
TCF7L2,A,SNAI2,1.0
EGR1,A,TP53,1.0
TP53,A,EGR1,1.0
CEBPA,A,GAPDH,1.0
ATF2,A,PCK1,1.0
EGR1,A,TOE1,1.0
ATF2,A,PCK2,1.0
CEBPA,A,GADD45A,1.0
TBP,A,PMF1,1.0
ATF2,A,PLAT,1.0
ATF2,A,PTGS2,1.0
TCF7L2,A,MYC,1.0
TBX2,A,CDKN2A,-1.0
EGR1,A,TNF,1.0
CEBPA,A,BCL2,1.0
ESR1,A,ADORA1,1.0
ATF2,A,RB1,1.0
ATF2,A,TGFB2,-1.0
ATF2,A,TNF,1.0
EGR1,A,TMPO,1.0
ATF2,A,NOS3,-1.0
EGR1,A,SLC1A4,1.0
TCF7L2,A,ABCB1,1.0
ATF4,A,ATF3,1.0
ESR1,A,AKT2,1.0
SP1,A,EGR1,1.0
ESR1,A,AKT1,1.0
TCF7,A,BIRC5,1.0
TCF7,A,BCL2,1.0
TCF7,A,AXIN2,1.0
EGR1,A,SPP1,1.0
ERF,A,ETS2,-1.0
TCF4,A,VIM,1.0
CEBPA,A,CDKN1A,1.0
EPAS1,A,VEGFA,1.0
ATF4,A,CEBPB,1.0
EGR1,A,SPRY1,1.0
ATF4,A,CHAC1,1.0
CEBPA,A,CES1,1.0
TCF4,A,NRXN1,1.0
CEBPA,A,EPX,1.0
CEBPA,A,EPO,1.0
CEBPA,A,CETP,1.0
ATF4,A,CXCL8,1.0
CEBPA,A,CFTR,1.0
CEBPA,A,ENPP3,1.0
TCF4,A,CCND1,1.0
SRF,A,EGR1,1.0
ATF4,A,ASNS,1.0
TCF7L2,A,AXIN2,1.0
EGR1,A,SOS1,1.0
CEBPA,A,F9,1.0
ATF3,A,DDIT3,1.0
ESR1,A,APOA1,1.0
CEBPA,A,FN1,1.0
EGR1,A,SLC4A2,1.0
ATF3,A,GCLC,-1.0
ATF3,A,GDF15,1.0
CEBPA,A,FGL2,1.0
ATF3,A,ID1,-1.0
EGR1,A,SLC5A5,1.0
CEBPA,A,FGA,1.0
CEBPA,A,ELN,1.0
KLF6,A,ATF3,1.0
ATF3,A,LDLR,-1.0
ATF3,A,SELE,-1.0
CEBPA,A,CDH13,1.0
EGR1,A,SLC9A3,1.0
CEBPA,A,FASN,1.0
TCF7,A,SNAI2,1.0
CEBPA,A,FAS,1.0
TP53,A,ATF3,1.0
TCF7,A,LEF1,1.0
EGR1,A,TIMP2,1.0
CEBPA,A,CDK2,1.0
ESR1,A,ANGPTL4,1.0
EGR1,A,SOD1,1.0
CEBPA,A,F3,1.0
CEBPA,A,EHHADH,1.0
ATF2,A,MMP2,1.0
TCF7L2,A,TCF7,1.0
TFAP2A,A,GAST,1.0
TFAP2A,A,GALNT3,1.0
TFAP2A,A,FMR1,1.0
TFAP2A,A,FAS,1.0
TFAP2A,A,F2R,1.0
EGR1,A,PSEN2,1.0
CEBPA,A,E2F3,1.0
TFAP2A,A,ERBB2,1.0
EGR1,A,PTEN,1.0
EGR1,A,PTGES,1.0
ATF6,A,RTN3,1.0
EGR1,A,PTGS2,-1.0
TFAP2A,A,EGFR,1.0
TFAP2A,A,DBH,1.0
ATF4,A,DDR2,1.0
TFAP2A,A,CYP11A1,1.0
CEBPA,A,GPX4,1.0
ATF2,A,ATF3,1.0
EGR1,A,PTP4A1,1.0
TFAP2A,A,CSH1,1.0
ATF4,A,DDIT4,1.0
ATF2,A,CCND1,1.0
ATF2,A,CDKN1A,1.0
ATF2,A,CYP11B1,1.0
ATF2,A,CYP11B2,1.0
ATF2,A,APOC3,1.0
ATF4,A,DDIT3,1.0
TFAP2A,A,GPX4,1.0
ATF6,A,SEL1L,1.0
EGR1,A,STMN1,1.0
EGR1,A,PLAU,1.0
EGR1,A,PLAUR,1.0
TFAP2A,A,HTT,1.0
CEBPA,A,APOC3,1.0
CEBPA,A,HAMP,1.0
TFAP2A,A,HSD17B1,-1.0
TFAP2A,A,HOXA4,-1.0
TFAP2A,A,HMOX1,1.0
ERG,A,CDH5,1.0
EGR1,A,POR,1.0
ATOH1,A,HES6,1.0
CEBPA,A,GUCY2C,1.0
CEBPA,A,GSK3B,1.0
EGR1,A,PPARG,-1.0
CEBPA,A,GSK3A,1.0
ATF6,A,XBP1,1.0
ATF1,A,TGFB2,1.0
ATF1,A,TH,1.0
ATF1,A,TOP2A,1.0
CEBPA,A,E2F2,1.0
ATF6,A,SRF,1.0
TFAP2A,A,HIP1,1.0
TFAP2A,A,HGF,-1.0
ATF1,A,UGT8,1.0
TFAP2A,A,GUSB,1.0
ATF2,A,DUSP1,1.0
TFAP2A,A,CRX,1.0
ATF6,A,HSPA5,1.0
TFAP2A,A,ACHE,-1.0
EGR1,A,RET,1.0
ATF2,A,IFNB1,1.0
ATF2,A,IFNG,1.0
ATF2,A,IMPDH2,1.0
TBP,A,CDKN1A,1.0
ATF2,A,INS,1.0
CEBPA,A,GLS2,1.0
TEAD1,A,MSLN,1.0
ATF2,A,JUN,1.0
ESR1,A,ARID5B,1.0
TBP,A,FN1,1.0
CEBPA,A,GDNF,1.0
ATF6,A,CALR,1.0
TCFL5,A,CD2,-1.0
ATF6,A,ATP2A2,1.0
EGR1,A,STIM1,1.0
TCF7L2,A,VIM,-1.0
TCF7L2,A,TNFRSF11B,1.0
EPAS1,A,SLC11A2,1.0
EGR1,A,TH,1.0
TBP,A,FUS,-1.0
TBP,A,LIN28B,1.0
TBP,A,MYC,1.0
EGR1,A,TPO,1.0
EPAS1,A,SERPINE1,1.0
RELA,A,EGR1,-1.0
TBP,A,APP,1.0
EGR1,A,RELA,-1.0
TFAP2A,A,CRABP2,1.0
ESR1,A,ATP2B4,1.0
TFAP2A,A,CGA,1.0
ESR1,A,ATP2B2,1.0
EPAS1,A,PDGFB,1.0
CEBPA,A,EDN1,1.0
TFAP2A,A,CFTR,1.0
TFAP2A,A,CDKN1A,1.0
TFAP2A,A,CDH1,1.0
ESR1,A,ATP2B1,1.0
EGR1,A,TGFBR2,1.0
TFAP2A,A,CCNB1,1.0
ZNF148,A,CXCL5,1.0
TFAP2A,A,BCL2,-1.0
EPAS1,A,POU5F1,1.0
TFAP2A,A,BACE1,1.0
TFAP2A,A,APP,1.0
TFAP2A,A,ADRA2B,1.0
ATF6,A,DNAJC3,1.0
ATF2,A,FN1,1.0
TFAP2A,A,ADRA1A,1.0
TFAP2A,A,ADM,1.0
ATF2,A,FOS,1.0
TBX21,A,IL4,-1.0
ATF6,A,DDIT3,1.0
EGR1,A,RBL2,1.0
ATF6,A,HSP90B1,1.0
ZNF143,A,ESCO2,1.0
ZNF148,A,RNLS,1.0
ZIC2,A,APOE,1.0
AR,A,GTF2F1,1.0
AR,A,H2BC21,1.0
AR,A,HES1,1.0
ESR1,A,KRT37,1.0
ESR1,A,KRT19,1.0
AR,A,HK2,1.0
AR,A,HLA-E,1.0
AR,A,HNRNPA1,1.0
AR,A,HSD17B11,1.0
AR,A,IFI35,1.0
ESR1,A,KRT18,1.0
AR,A,IGF1R,1.0
YY1,A,COQ9,1.0
ELK1,A,VIL1,1.0
ESR1,A,KRT15,1.0
AR,A,IGFBP3,1.0
CEBPA,A,SFTPD,1.0
AR,A,IGHG1,1.0
ELK1,A,PSEN1,1.0
ESR1,A,KRT13,1.0
AR,A,IL1R1,1.0
ELK1,A,PRKCA,1.0
TAL1,A,ERG,1.0
ELK1,A,PDGFB,1.0
AR,A,JUN,1.0
EGR1,A,FCER2,-1.0
ELK1,A,NR4A1,1.0
YY1,A,COQ5,1.0
AR,A,GRB10,1.0
YBX1,A,SUMO1,-1.0
AR,A,EYA2,1.0
YY1,A,ACTR5,1.0
YY1,A,ADA,1.0
YY1,A,AFG1L,-1.0
EGR1,A,F3,1.0
AR,A,FAM13A,1.0
YY1,A,APH1A,1.0
YY1,A,ATP13A1,-1.0
AR,A,FAM174B,1.0
CEBPA,A,SLC10A1,1.0
YY1,A,ATXN10,1.0
YY1,A,CCDC43,1.0
AR,A,FKBP5,1.0
AR,A,FOXA1,1.0
FOXO3,A,AR,1.0
TAL1,A,ELMO1,1.0
YY1,A,CDK5RAP2,1.0
EGR1,A,FAS,-1.0
AR,A,FXYD3,1.0
EGR1,A,FASLG,1.0
AR,A,GLRX,1.0
EGR1,A,FASN,1.0
AR,A,GNL1,1.0
YY1,A,CEP43,-1.0
YY1,A,CETP,1.0
ELK1,A,NR1H2,1.0
ELK1,A,MYLK,1.0
AR,A,KCNH2,1.0
ESR1,A,ITGA2,1.0
AR,A,MYC,1.0
ELK1,A,IER2,1.0
CEBPA,A,SERPINC1,1.0
AR,A,NCOA2,-1.0
ELK1,A,FUT4,1.0
ESR1,A,IGFBP4,1.0
AR,A,NDRG1,1.0
ESR1,A,IGF1,1.0
ELK1,A,FOSL1,1.0
ELK1,A,FOS,1.0
YY1,A,CREBBP,-1.0
YY1,A,CXCR4,-1.0
ELK1,A,F2,1.0
ESR1,A,HSPB1,1.0
ELK1,A,ERBB2,1.0
YY1,A,DEK,1.0
EGR1,A,FLT1,1.0
YY1,A,DLG1,1.0
ESR1,A,HOXA10,1.0
NFKB1,A,AR,-1.0
YY1,A,DNAJA3,-1.0
YY1,A,DNAJB4,1.0
ZIC2,A,DRD1,1.0
AR,A,NLGN4X,1.0
AR,A,MUC1,-1.0
ESR1,A,ITGB1,1.0
AR,A,MT2A,1.0
AR,A,MRPS27,1.0
CEBPA,A,CSN2,1.0
AR,A,KIAA1217,-1.0
ESR1,A,KDR,1.0
CEBPA,A,CSRP1,1.0
AR,A,KLF5,1.0
AR,A,KLK2,1.0
CEBPA,A,CRMP1,1.0
AR,A,KLK3,1.0
AR,A,KLK4,1.0
AR,A,KRT18,1.0
AR,A,KRT8,1.0
ELK1,A,MMP13,1.0
YBX1,A,RBBP8,-1.0
ELK1,A,MDM4,1.0
ESR1,A,KAT2B,1.0
AR,A,MED1,1.0
EGR1,A,FGF13,1.0
ELK1,A,MCL1,1.0
YY1,A,CPSF2,1.0
ESR1,A,JUNB,1.0
EGR1,A,FGF2,1.0
ESR1,A,JUN,1.0
EGR1,A,FGFR3,1.0
AR,A,MMP13,1.0
ELK1,A,LY96,1.0
ELK1,A,JUNB,1.0
AR,A,LIFR,1.0
EGR1,A,FN1,1.0
YBX1,A,MMP13,-1.0
YBX1,A,KPNA2,-1.0
AR,A,AP2M1,1.0
WT1,A,CCN2,1.0
WT1,A,CCN3,1.0
ELK1,A,SLU7,1.0
AR,A,APPBP2,1.0
AR,A,ATF6,1.0
AR,A,ATM,1.0
AR,A,ATP2B4,1.0
AR,A,BABAM2,1.0
CEBPA,A,CSF3R,1.0
AR,A,BANF1,1.0
AR,A,BTD,1.0
AR,A,CCNG2,1.0
WT1,A,CDH1,-1.0
ESR1,A,MACROD1,1.0
AR,A,CD4,1.0
AR,A,CDC6,1.0
EGR1,A,EGFR,1.0
WT1,A,CDKN1A,1.0
WT1,A,CIAO1,-1.0
AR,A,CDH2,1.0
ESR1,A,LTF,1.0
AR,A,CDKL5,1.0
AR,A,CDKN1A,1.0
AR,A,CITED2,1.0
AR,A,ANAPC10,1.0
TFAP2C,A,ERBB2,1.0
AR,A,ALPG,1.0
AR,A,AKT1,1.0
AHR,A,CYP1A1,1.0
AHR,A,CYP1A2,1.0
AHR,A,CYP1B1,1.0
ELK1,A,TBP,1.0
EGR1,A,EAPP,1.0
ELK1,A,TAGLN,1.0
MECP2,A,ESR1,-1.0
AHR,A,FOS,1.0
AHR,A,MYC,1.0
AHR,A,UGT1A6,1.0
ZNF382,A,HMGA2,-1.0
AR,A,ABCE1,1.0
AR,A,ACAD10,1.0
AR,A,ACP3,1.0
AR,A,AHSG,1.0
ELK1,A,SRF,1.0
