genesymbol,collection,geneset
SLC25A28,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
SLC25A28,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMB8,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
PSMB8,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
OGFR,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
OGFR,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
BST2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
BST2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
BST2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CMTR1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
CMTR1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF2,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
IRF2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF2,hallmark,HALLMARK_COMPLEMENT
TRIM14,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
TRIM14,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
OAS1,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
ISG15,hallmark,HALLMARK_INTERFERON_ALPHA_RESPONSE
ISG15,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-DMA,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-DMA,hallmark,HALLMARK_ALLOGRAFT_REJECTION
PSMB2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
RNF213,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
GBP6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NOD1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
UPP1,hallmark,HALLMARK_P53_PATHWAY
UPP1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CFB,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CFB,hallmark,HALLMARK_COAGULATION
CFB,hallmark,HALLMARK_COMPLEMENT
HLA-A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-A,hallmark,HALLMARK_ALLOGRAFT_REJECTION
RBCK1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
RBCK1,hallmark,HALLMARK_GLYCOLYSIS
FCGR1A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
P2RY14,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ISOC1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ISOC1,hallmark,HALLMARK_BILE_ACID_METABOLISM
IL10RA,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL10RA,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL10RA,hallmark,HALLMARK_IL2_STAT5_SIGNALING
NLRC5,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PLA2G4A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PLA2G4A,hallmark,HALLMARK_COMPLEMENT
IL2RB,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL2RB,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
IL2RB,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IL2RB,hallmark,HALLMARK_ALLOGRAFT_REJECTION
HLA-B,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
OAS3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PELI1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SAMHD1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NUP93,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TOR1B,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ST3GAL5,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SRI,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SRI,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
BANK1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IL18BP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SECTM1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LCP2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LCP2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LCP2,hallmark,HALLMARK_COMPLEMENT
LCP2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
GZMA,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
GZMA,hallmark,HALLMARK_COMPLEMENT
GZMA,hallmark,HALLMARK_ALLOGRAFT_REJECTION
VCAM1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
VCAM1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
VCAM1,hallmark,HALLMARK_APICAL_JUNCTION
NCOA3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
NCOA3,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CD86,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD86,hallmark,HALLMARK_APICAL_JUNCTION
CD86,hallmark,HALLMARK_IL2_STAT5_SIGNALING
CD86,hallmark,HALLMARK_ALLOGRAFT_REJECTION
HLA-DQA1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-DQA1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
C1R,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
C1R,hallmark,HALLMARK_COAGULATION
C1R,hallmark,HALLMARK_COMPLEMENT
RIPK1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SPPL2A,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFIT1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
BPGM,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MX2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ZBP1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD274,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD274,hallmark,HALLMARK_APICAL_JUNCTION
IDO1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SLAMF7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
METTL7B,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
FGL2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
FGL2,hallmark,HALLMARK_IL2_STAT5_SIGNALING
VAMP8,hallmark,HALLMARK_P53_PATHWAY
VAMP8,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MARCHF1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
AUTS2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
STAT4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
STAT4,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IRF4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF4,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IRF4,hallmark,HALLMARK_ALLOGRAFT_REJECTION
APOL6,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
XCL1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
VAMP5,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMB10,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMB10,hallmark,HALLMARK_ALLOGRAFT_REJECTION
FPR1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
FPR1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ITGB7,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CMKLR1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CMKLR1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LATS2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
LYSMD2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ST8SIA4,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ST8SIA4,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IRF8,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF8,hallmark,HALLMARK_IL2_STAT5_SIGNALING
IRF8,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CFH,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CFH,hallmark,HALLMARK_COAGULATION
CFH,hallmark,HALLMARK_COMPLEMENT
XAF1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
ZNFX1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CIITA,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-DRB1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
OAS2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SELP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SELP,hallmark,HALLMARK_IL2_STAT5_SIGNALING
GPR18,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IRF5,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
MVP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
EIF4E3,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFNAR2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
IFNAR2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
HLA-G,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
HLA-G,hallmark,HALLMARK_ALLOGRAFT_REJECTION
MTHFD2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
PSMA2,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SERPING1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
SERPING1,hallmark,HALLMARK_COAGULATION
SERPING1,hallmark,HALLMARK_COMPLEMENT
KLRK1,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD40,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
CD40,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CD40,hallmark,HALLMARK_ALLOGRAFT_REJECTION
TAPBP,hallmark,HALLMARK_INTERFERON_GAMMA_RESPONSE
TAPBP,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
TAPBP,hallmark,HALLMARK_ALLOGRAFT_REJECTION
IRS1,hallmark,HALLMARK_APICAL_JUNCTION
ICAM2,hallmark,HALLMARK_APICAL_JUNCTION
RRAS,hallmark,HALLMARK_APICAL_JUNCTION
CLDN11,hallmark,HALLMARK_APICAL_JUNCTION
PBX2,hallmark,HALLMARK_APICAL_JUNCTION
HRAS,hallmark,HALLMARK_P53_PATHWAY
HRAS,hallmark,HALLMARK_APICAL_JUNCTION
SLC30A3,hallmark,HALLMARK_APICAL_JUNCTION
AKT3,hallmark,HALLMARK_APICAL_JUNCTION
CDK8,hallmark,HALLMARK_APICAL_JUNCTION
NECTIN2,hallmark,HALLMARK_APICAL_JUNCTION
PLCG1,hallmark,HALLMARK_APICAL_JUNCTION
THY1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
THY1,hallmark,HALLMARK_APICAL_JUNCTION
THY1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CD34,hallmark,HALLMARK_APICAL_JUNCTION
SYK,hallmark,HALLMARK_APICAL_JUNCTION
BMP1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
BMP1,hallmark,HALLMARK_APICAL_JUNCTION
BMP1,hallmark,HALLMARK_COAGULATION
MADCAM1,hallmark,HALLMARK_APICAL_JUNCTION
NECTIN3,hallmark,HALLMARK_APICAL_JUNCTION
PALS1,hallmark,HALLMARK_APICAL_JUNCTION
VAV2,hallmark,HALLMARK_ANGIOGENESIS
VAV2,hallmark,HALLMARK_APICAL_JUNCTION
CNN2,hallmark,HALLMARK_APICAL_JUNCTION
PDZD3,hallmark,HALLMARK_APICAL_JUNCTION
CLDN4,hallmark,HALLMARK_APICAL_JUNCTION
VCAN,hallmark,HALLMARK_ANGIOGENESIS
VCAN,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
VCAN,hallmark,HALLMARK_APICAL_JUNCTION
VCAN,hallmark,HALLMARK_GLYCOLYSIS
NECTIN4,hallmark,HALLMARK_APICAL_JUNCTION
ITGA9,hallmark,HALLMARK_APICAL_JUNCTION
YWHAH,hallmark,HALLMARK_FATTY_ACID_METABOLISM
YWHAH,hallmark,HALLMARK_APICAL_JUNCTION
THBS3,hallmark,HALLMARK_APICAL_JUNCTION
RSU1,hallmark,HALLMARK_APICAL_JUNCTION
ZYX,hallmark,HALLMARK_APICAL_JUNCTION
TIAL1,hallmark,HALLMARK_APICAL_JUNCTION
CADM3,hallmark,HALLMARK_APICAL_JUNCTION
RAC2,hallmark,HALLMARK_APICAL_JUNCTION
SGCE,hallmark,HALLMARK_APICAL_JUNCTION
CDH6,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CDH6,hallmark,HALLMARK_APICAL_JUNCTION
AMIGO2,hallmark,HALLMARK_APICAL_JUNCTION
CLDN19,hallmark,HALLMARK_APICAL_JUNCTION
WNK4,hallmark,HALLMARK_APICAL_JUNCTION
MPZL1,hallmark,HALLMARK_APICAL_JUNCTION
MAP4K2,hallmark,HALLMARK_APICAL_JUNCTION
TMEM8B,hallmark,HALLMARK_APICAL_JUNCTION
DSC1,hallmark,HALLMARK_APICAL_JUNCTION
PECAM1,hallmark,HALLMARK_APICAL_JUNCTION
PECAM1,hallmark,HALLMARK_COAGULATION
CLDN5,hallmark,HALLMARK_APICAL_JUNCTION
TNFRSF11B,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
TNFRSF11B,hallmark,HALLMARK_APICAL_JUNCTION
SLIT2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SLIT2,hallmark,HALLMARK_APICAL_JUNCTION
MSN,hallmark,HALLMARK_APICAL_JUNCTION
CDSN,hallmark,HALLMARK_APICAL_JUNCTION
ICAM4,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
ICAM4,hallmark,HALLMARK_APICAL_JUNCTION
CLDN15,hallmark,HALLMARK_APICAL_JUNCTION
ADAMTS5,hallmark,HALLMARK_APICAL_JUNCTION
FLNC,hallmark,HALLMARK_APICAL_JUNCTION
ITGA10,hallmark,HALLMARK_APICAL_JUNCTION
FYB1,hallmark,HALLMARK_APICAL_JUNCTION
FYB1,hallmark,HALLMARK_ALLOGRAFT_REJECTION
NF2,hallmark,HALLMARK_APICAL_JUNCTION
NLGN2,hallmark,HALLMARK_APICAL_JUNCTION
CRB3,hallmark,HALLMARK_APICAL_JUNCTION
ATP1A3,hallmark,HALLMARK_APICAL_JUNCTION
EXOC4,hallmark,HALLMARK_APICAL_JUNCTION
PTEN,hallmark,HALLMARK_APICAL_JUNCTION
NEXN,hallmark,HALLMARK_APICAL_JUNCTION
NECTIN1,hallmark,HALLMARK_APICAL_JUNCTION
CTNND1,hallmark,HALLMARK_APICAL_JUNCTION
GRB7,hallmark,HALLMARK_APICAL_JUNCTION
GAMT,hallmark,HALLMARK_APICAL_JUNCTION
LAYN,hallmark,HALLMARK_APICAL_JUNCTION
ARHGEF6,hallmark,HALLMARK_APICAL_JUNCTION
PARD6G,hallmark,HALLMARK_APICAL_JUNCTION
CAP1,hallmark,HALLMARK_APICAL_JUNCTION
DMP1,hallmark,HALLMARK_APICAL_JUNCTION
JUP,hallmark,HALLMARK_APICAL_JUNCTION
TUBG1,hallmark,HALLMARK_APICAL_JUNCTION
SIRPA,hallmark,HALLMARK_APICAL_JUNCTION
ARPC2,hallmark,HALLMARK_APICAL_JUNCTION
DSC3,hallmark,HALLMARK_APICAL_JUNCTION
SYMPK,hallmark,HALLMARK_APICAL_JUNCTION
ADAM15,hallmark,HALLMARK_APICAL_JUNCTION
GNAI2,hallmark,HALLMARK_APICAL_JUNCTION
GNAI2,hallmark,HALLMARK_COMPLEMENT
MYL12B,hallmark,HALLMARK_APICAL_JUNCTION
CDH3,hallmark,HALLMARK_APICAL_JUNCTION
AMH,hallmark,HALLMARK_APICAL_JUNCTION
NEGR1,hallmark,HALLMARK_APICAL_JUNCTION
NRTN,hallmark,HALLMARK_APICAL_JUNCTION
CTNNA1,hallmark,HALLMARK_APICAL_JUNCTION
NRXN2,hallmark,HALLMARK_APICAL_JUNCTION
CX3CL1,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CX3CL1,hallmark,HALLMARK_APICAL_JUNCTION
VASP,hallmark,HALLMARK_APICAL_JUNCTION
PCDH1,hallmark,HALLMARK_APICAL_JUNCTION
AMIGO1,hallmark,HALLMARK_APICAL_JUNCTION
SKAP2,hallmark,HALLMARK_APICAL_JUNCTION
CD209,hallmark,HALLMARK_APICAL_JUNCTION
NRAP,hallmark,HALLMARK_APICAL_JUNCTION
PFN1,hallmark,HALLMARK_APICAL_JUNCTION
PFN1,hallmark,HALLMARK_COMPLEMENT
PIK3R3,hallmark,HALLMARK_APICAL_JUNCTION
NLGN3,hallmark,HALLMARK_APICAL_JUNCTION
PTPRC,hallmark,HALLMARK_APICAL_JUNCTION
PTPRC,hallmark,HALLMARK_ALLOGRAFT_REJECTION
CNTN1,hallmark,HALLMARK_APICAL_JUNCTION
IKBKG,hallmark,HALLMARK_APICAL_JUNCTION
CLDN9,hallmark,HALLMARK_APICAL_JUNCTION
CLDN9,hallmark,HALLMARK_GLYCOLYSIS
MPZL2,hallmark,HALLMARK_APICAL_JUNCTION
CD276,hallmark,HALLMARK_APICAL_JUNCTION
ADAM9,hallmark,HALLMARK_APICAL_JUNCTION
ADAM9,hallmark,HALLMARK_COAGULATION
ADAM9,hallmark,HALLMARK_COMPLEMENT
ACTB,hallmark,HALLMARK_APICAL_JUNCTION
CLDN14,hallmark,HALLMARK_APICAL_JUNCTION
ITGA2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
ITGA2,hallmark,HALLMARK_APICAL_JUNCTION
ITGA2,hallmark,HALLMARK_COAGULATION
SRC,hallmark,HALLMARK_APICAL_JUNCTION
SRC,hallmark,HALLMARK_COMPLEMENT
JAM3,hallmark,HALLMARK_APICAL_JUNCTION
LAMA3,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
LAMA3,hallmark,HALLMARK_APICAL_JUNCTION
CLDN18,hallmark,HALLMARK_APICAL_JUNCTION
PIK3CB,hallmark,HALLMARK_APICAL_JUNCTION
ADRA1B,hallmark,HALLMARK_APICAL_JUNCTION
PPP2R2C,hallmark,HALLMARK_APICAL_JUNCTION
CDH15,hallmark,HALLMARK_APICAL_JUNCTION
INPPL1,hallmark,HALLMARK_APICAL_JUNCTION
ACTG2,hallmark,HALLMARK_APICAL_JUNCTION
SHC1,hallmark,HALLMARK_APICAL_JUNCTION
BAIAP2,hallmark,HALLMARK_P53_PATHWAY
BAIAP2,hallmark,HALLMARK_APICAL_JUNCTION
CDH4,hallmark,HALLMARK_APICAL_JUNCTION
COL17A1,hallmark,HALLMARK_APICAL_JUNCTION
MMP9,hallmark,HALLMARK_APICAL_JUNCTION
MMP9,hallmark,HALLMARK_COAGULATION
MMP9,hallmark,HALLMARK_ALLOGRAFT_REJECTION
FBN1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FBN1,hallmark,HALLMARK_APICAL_JUNCTION
FBN1,hallmark,HALLMARK_COAGULATION
ICAM5,hallmark,HALLMARK_APICAL_JUNCTION
CD99,hallmark,HALLMARK_APICAL_JUNCTION
LDLRAP1,hallmark,HALLMARK_APICAL_JUNCTION
LIMA1,hallmark,HALLMARK_APICAL_JUNCTION
CLDN6,hallmark,HALLMARK_APICAL_JUNCTION
ALOX15B,hallmark,HALLMARK_P53_PATHWAY
ALOX15B,hallmark,HALLMARK_APICAL_JUNCTION
CDH11,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
CDH11,hallmark,HALLMARK_APICAL_JUNCTION
PARVA,hallmark,HALLMARK_APICAL_JUNCTION
ADAM23,hallmark,HALLMARK_APICAL_JUNCTION
MYL9,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
MYL9,hallmark,HALLMARK_APICAL_JUNCTION
PKD1,hallmark,HALLMARK_APICAL_JUNCTION
CADM2,hallmark,HALLMARK_APICAL_JUNCTION
STX4,hallmark,HALLMARK_APICAL_JUNCTION
STX4,hallmark,HALLMARK_COMPLEMENT
TSPAN4,hallmark,HALLMARK_APICAL_JUNCTION
CLDN8,hallmark,HALLMARK_APICAL_JUNCTION
COL16A1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
COL16A1,hallmark,HALLMARK_APICAL_JUNCTION
TRO,hallmark,HALLMARK_APICAL_JUNCTION
KRT31,hallmark,HALLMARK_APICAL_JUNCTION
DHX16,hallmark,HALLMARK_APICAL_JUNCTION
NFASC,hallmark,HALLMARK_APICAL_JUNCTION
MAPK11,hallmark,HALLMARK_APICAL_JUNCTION
CERCAM,hallmark,HALLMARK_APICAL_JUNCTION
ITGA3,hallmark,HALLMARK_APICAL_JUNCTION
COL9A1,hallmark,HALLMARK_APICAL_JUNCTION
NRXN2,hallmark,HALLMARK_APICAL_JUNCTION
EVL,hallmark,HALLMARK_APICAL_JUNCTION
CDH8,hallmark,HALLMARK_APICAL_JUNCTION
VWF,hallmark,HALLMARK_APICAL_JUNCTION
VWF,hallmark,HALLMARK_COAGULATION
PCSK9,hallmark,HALLMARK_COMPLEMENT
DCBLD2,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LYN,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
LYN,hallmark,HALLMARK_COMPLEMENT
LYN,hallmark,HALLMARK_ALLOGRAFT_REJECTION
GATA3,hallmark,HALLMARK_COMPLEMENT
GAS1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
NRP1,hallmark,HALLMARK_ANGIOGENESIS
NRP1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
PLG,hallmark,HALLMARK_COAGULATION
PLG,hallmark,HALLMARK_COMPLEMENT
CDK5R1,hallmark,HALLMARK_P53_PATHWAY
CDK5R1,hallmark,HALLMARK_COMPLEMENT
SCG2,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
SERPINC1,hallmark,HALLMARK_IL2_STAT5_SIGNALING
SERPINC1,hallmark,HALLMARK_COAGULATION
SERPINC1,hallmark,HALLMARK_COMPLEMENT
KLK1,hallmark,HALLMARK_COMPLEMENT
PRDM4,hallmark,HALLMARK_COMPLEMENT
CPQ,hallmark,HALLMARK_COAGULATION
CPQ,hallmark,HALLMARK_COMPLEMENT
CTSD,hallmark,HALLMARK_P53_PATHWAY
CTSD,hallmark,HALLMARK_COMPLEMENT
MMP13,hallmark,HALLMARK_COMPLEMENT
FDX1,hallmark,HALLMARK_OXIDATIVE_PHOSPHORYLATION
FDX1,hallmark,HALLMARK_COMPLEMENT
C1QC,hallmark,HALLMARK_COMPLEMENT
MMP12,hallmark,HALLMARK_COMPLEMENT
SH2B3,hallmark,HALLMARK_COMPLEMENT
CTSO,hallmark,HALLMARK_COAGULATION
CTSO,hallmark,HALLMARK_COMPLEMENT
CR2,hallmark,HALLMARK_COMPLEMENT
ANG,hallmark,HALLMARK_GLYCOLYSIS
ANG,hallmark,HALLMARK_COAGULATION
ANG,hallmark,HALLMARK_COMPLEMENT
C1QA,hallmark,HALLMARK_COAGULATION
C1QA,hallmark,HALLMARK_COMPLEMENT
PPP4C,hallmark,HALLMARK_COMPLEMENT
C4BPB,hallmark,HALLMARK_COMPLEMENT
HPCAL4,hallmark,HALLMARK_COMPLEMENT
S100A12,hallmark,HALLMARK_COMPLEMENT
PIK3CA,hallmark,HALLMARK_COMPLEMENT
FCN1,hallmark,HALLMARK_COMPLEMENT
GP1BA,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
GP1BA,hallmark,HALLMARK_COAGULATION
GP1BA,hallmark,HALLMARK_COMPLEMENT
KIF2A,hallmark,HALLMARK_GLYCOLYSIS
KIF2A,hallmark,HALLMARK_COMPLEMENT
GP9,hallmark,HALLMARK_COAGULATION
GP9,hallmark,HALLMARK_COMPLEMENT
C9,hallmark,HALLMARK_COAGULATION
C9,hallmark,HALLMARK_COMPLEMENT
CPM,hallmark,HALLMARK_COMPLEMENT
DPP4,hallmark,HALLMARK_COAGULATION
DPP4,hallmark,HALLMARK_COMPLEMENT
GNB4,hallmark,HALLMARK_COMPLEMENT
DGKH,hallmark,HALLMARK_COMPLEMENT
RBSN,hallmark,HALLMARK_COMPLEMENT
GMFB,hallmark,HALLMARK_COMPLEMENT
MMP15,hallmark,HALLMARK_COAGULATION
MMP15,hallmark,HALLMARK_COMPLEMENT
CTSL,hallmark,HALLMARK_COMPLEMENT
MSRB1,hallmark,HALLMARK_COMPLEMENT
BRPF3,hallmark,HALLMARK_COMPLEMENT
RNF4,hallmark,HALLMARK_COMPLEMENT
DOCK9,hallmark,HALLMARK_COMPLEMENT
FYN,hallmark,HALLMARK_COAGULATION
FYN,hallmark,HALLMARK_COMPLEMENT
ADRA2B,hallmark,HALLMARK_COMPLEMENT
PRSS3,hallmark,HALLMARK_COMPLEMENT
GNG2,hallmark,HALLMARK_COMPLEMENT
PIK3CG,hallmark,HALLMARK_COMPLEMENT
DOCK10,hallmark,HALLMARK_COMPLEMENT
KLKB1,hallmark,HALLMARK_COAGULATION
KLKB1,hallmark,HALLMARK_COMPLEMENT
ITGAM,hallmark,HALLMARK_COMPLEMENT
ZFPM2,hallmark,HALLMARK_COMPLEMENT
PRKCD,hallmark,HALLMARK_COMPLEMENT
WAS,hallmark,HALLMARK_COMPLEMENT
WAS,hallmark,HALLMARK_ALLOGRAFT_REJECTION
PRCP,hallmark,HALLMARK_COMPLEMENT
LIPA,hallmark,HALLMARK_COMPLEMENT
ERAP2,hallmark,HALLMARK_COMPLEMENT
CTSV,hallmark,HALLMARK_COAGULATION
CTSV,hallmark,HALLMARK_COMPLEMENT
USP8,hallmark,HALLMARK_COMPLEMENT
RHOG,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
RHOG,hallmark,HALLMARK_COMPLEMENT
GNGT2,hallmark,HALLMARK_COMPLEMENT
CD55,hallmark,HALLMARK_INFLAMMATORY_RESPONSE
CD55,hallmark,HALLMARK_COMPLEMENT
MMP8,hallmark,HALLMARK_COAGULATION
MMP8,hallmark,HALLMARK_COMPLEMENT
C2,hallmark,HALLMARK_COAGULATION
C2,hallmark,HALLMARK_COMPLEMENT
C2,hallmark,HALLMARK_ALLOGRAFT_REJECTION
FN1,hallmark,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
FN1,hallmark,HALLMARK_COAGULATION
FN1,hallmark,HALLMARK_COMPLEMENT
F8,hallmark,HALLMARK_COAGULATION
F8,hallmark,HALLMARK_COMPLEMENT
GNB2,hallmark,HALLMARK_COAGULATION
GNB2,hallmark,HALLMARK_COMPLEMENT
PREP,hallmark,HALLMARK_COAGULATION
PREP,hallmark,HALLMARK_COMPLEMENT
GZMK,hallmark,HALLMARK_COMPLEMENT
DUSP6,hallmark,HALLMARK_COAGULATION
DUSP6,hallmark,HALLMARK_COMPLEMENT
ZEB1,hallmark,HALLMARK_COMPLEMENT
CSRP1,hallmark,HALLMARK_COAGULATION
CSRP1,hallmark,HALLMARK_COMPLEMENT
